user_id,item_id
37100390,399051184
37100390,114936116
38900936,19308573
38900936,299467209
39092792,62411839
65026806,43824312
41397277,51633287
41558392,58422127
5708087,249026377
41686678,385753960
42966754,181427662
4320107,28837902
43484740,122728309
59389326,356944335
46681058,289058791
46729748,210012720
46729748,121219488
46729748,310695911
47047811,6903310
48038844,46561786
48038844,226715384
48967362,311913498
49221063,39475027
49221063,76942520
49221063,196613518
49235565,61973927
49669986,178817410
4968401,340452466
50102935,243589938
50202820,325100443
50202820,262831321
50936650,156885786
50936650,376180369
50936650,173985396
51318043,99705326
51318043,53310913
51813809,972416
51813809,43644196
53667812,128267492
53667812,205032147
5371991,131188564
54057266,144665815
54357473,121822185
54594113,40554502
55100099,304995751
56818905,192196843
56818905,125153280
5708087,250587045
5708087,288297574
5708087,238580467
5708087,207575264
57460275,232458547
58399743,217054155
58632405,164839096
58891608,140849766
61432703,337098384
61432703,181930245
61432703,215191302
61432703,222415521
61432703,295094478
61432703,221058293
62164715,257492055
62164715,133142898
6270956,274921888
64642563,63078978
